"animal_id","animal_type","breed","color","age_in_years","sex_upon_outcome","outcome_subtype","adoption_date","next_intake_date","return_type","churn_180_days_flag"
"A740205","Cat","Domestic Shorthair Mix","Torbie","0.17","Spayed Female","Foster","2017-01-13 21:38:00",NULL,NULL,0
"A740206","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female","Foster","2017-01-13 19:02:00",NULL,NULL,0
"A740207","Cat","Domestic Shorthair Mix","Cream Tabby","0.17","Neutered Male","Foster","2017-01-13 21:38:00",NULL,NULL,0
"A740218","Cat","Domestic Medium Hair Mix","Brown Tabby/White","0.25","Spayed Female","Foster","2017-02-20 19:06:00",NULL,NULL,0
"A740219","Cat","Domestic Shorthair Mix","Brown Tabby","5.00","Neutered Male",NULL,"2017-01-29 12:31:00",NULL,NULL,0
"A740229","Dog","Beagle Mix","Sable/White","12.00","Neutered Male",NULL,"2016-12-24 16:00:00","2017-01-21 12:20:00","Owner Surrender",1
"A740229","Dog","Beagle Mix","Sable/White","12.00","Neutered Male","Foster","2017-02-08 11:11:00",NULL,NULL,0
"A740231","Cat","Domestic Shorthair Mix","Tortie","0.25","Spayed Female",NULL,"2016-12-17 17:10:00",NULL,NULL,0
"A740235","Dog","Pug/Beagle","Brown/Black","1.00","Neutered Male",NULL,"2017-01-06 17:58:00",NULL,NULL,0
"A740239","Cat","Domestic Shorthair Mix","Brown Tabby","0.33","Spayed Female",NULL,"2016-12-24 11:34:00",NULL,NULL,0
"A740240","Cat","Domestic Shorthair Mix","Black","0.33","Spayed Female",NULL,"2016-12-23 13:10:00",NULL,NULL,0
"A740242","Dog","Border Collie Mix","Black/White","0.17","Neutered Male",NULL,"2016-12-17 18:55:00",NULL,NULL,0
"A740243","Dog","Cairn Terrier Mix","Black/White","1.00","Spayed Female",NULL,"2016-12-17 18:25:00",NULL,NULL,0
"A740252","Dog","Chihuahua Shorthair Mix","Brown/Tricolor","1.00","Spayed Female","Foster","2017-03-02 12:10:00",NULL,NULL,0
"A740253","Dog","Alaskan Husky Mix","Black/White","2.00","Neutered Male",NULL,"2016-12-18 13:30:00",NULL,NULL,0
"A740267","Dog","Dachshund Mix","Red","1.00","Spayed Female","Foster","2017-02-11 11:52:00",NULL,NULL,0
"A740268","Cat","Domestic Shorthair Mix","Black","2.00","Neutered Male",NULL,"2016-12-27 16:05:00",NULL,NULL,0
"A740269","Dog","Pit Bull Mix","Cream","3.00","Neutered Male",NULL,"2016-12-20 18:01:00",NULL,NULL,0
"A740270","Dog","Rottweiler Mix","Black","1.00","Spayed Female",NULL,"2016-12-21 12:06:00",NULL,NULL,0
"A740271","Dog","Chihuahua Shorthair Mix","Black","1.00","Spayed Female","Foster","2017-02-20 11:51:00",NULL,NULL,0
"A740274","Dog","Labrador Retriever Mix","Black/White","5.00","Spayed Female",NULL,"2016-12-27 11:38:00",NULL,NULL,0
"A740278","Dog","Pomeranian Mix","Red","2.00","Neutered Male",NULL,"2016-12-18 23:06:00",NULL,NULL,0
"A740284","Cat","Domestic Shorthair Mix","Blue Tabby","0.25","Spayed Female",NULL,"2016-12-21 12:27:00",NULL,NULL,0
"A740286","Cat","Domestic Longhair Mix","Tortie","8.00","Spayed Female",NULL,"2017-01-16 18:56:00",NULL,NULL,0
"A740292","Dog","Jack Russell Terrier Mix","Tan/White","1.00","Spayed Female",NULL,"2016-12-19 13:50:00",NULL,NULL,0
"A740306","Dog","Pit Bull Mix","Blue/White","1.00","Neutered Male",NULL,"2017-02-10 18:19:00","2017-06-22 11:22:00","Stray",1
"A740306","Dog","Pit Bull Mix","Blue/White","1.00","Neutered Male",NULL,"2017-07-30 13:35:00",NULL,NULL,0
"A740308","Cat","Domestic Shorthair Mix","Brown Tabby","1.00","Spayed Female",NULL,"2016-12-22 19:25:00",NULL,NULL,0
"A740309","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male",NULL,"2016-12-23 18:54:00",NULL,NULL,0
"A740310","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male",NULL,"2016-12-24 14:12:00",NULL,NULL,0
"A740311","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male",NULL,"2016-12-24 12:01:00",NULL,NULL,0
"A740312","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Neutered Male",NULL,"2016-12-20 13:55:00",NULL,NULL,0
"A740315","Cat","Domestic Shorthair Mix","Brown Tabby/White","2.00","Neutered Male",NULL,"2016-12-24 19:32:00",NULL,NULL,0
"A740318","Cat","Siamese Mix","Silver Lynx Point","0.67","Spayed Female",NULL,"2016-12-26 15:12:00",NULL,NULL,0
"A740319","Cat","Siamese Mix","Silver Lynx Point","0.67","Spayed Female",NULL,"2016-12-23 17:58:00",NULL,NULL,0
"A740322","Dog","Pug Mix","Brown/Black","1.00","Neutered Male",NULL,"2016-12-19 19:00:00",NULL,NULL,0
"A740324","Dog","Chihuahua Shorthair Mix","Tan","6.00","Spayed Female",NULL,"2016-12-30 15:58:00",NULL,NULL,0
"A740327","Cat","Domestic Shorthair Mix","Brown Tabby","0.50","Intact Female",NULL,"2016-12-27 17:24:00",NULL,NULL,0
"A740328","Cat","Domestic Shorthair","Black/White","0.25","Neutered Male",NULL,"2016-12-27 18:03:00",NULL,NULL,0
"A740333","Cat","Domestic Longhair Mix","Calico","5.00","Spayed Female",NULL,"2017-01-23 14:17:00",NULL,NULL,0
"A740334","Dog","Pit Bull Mix","Brown Brindle","2.00","Neutered Male",NULL,"2017-01-29 16:13:00",NULL,NULL,0
"A740335","Dog","Labrador Retriever","Black/White","5.00","Spayed Female",NULL,"2017-01-29 16:14:00","2017-03-05 11:20:00","Owner Surrender",1
"A740335","Dog","Labrador Retriever","Black/White","5.00","Spayed Female",NULL,"2017-04-14 19:02:00","2017-04-26 18:58:00","Owner Surrender",1
"A740335","Dog","Labrador Retriever","Black/White","5.00","Spayed Female",NULL,"2017-05-10 17:37:00","2017-05-14 18:30:00","Owner Surrender",1
"A740335","Dog","Labrador Retriever","Black/White","5.00","Spayed Female",NULL,"2017-05-28 11:46:00","2017-05-30 18:23:00","Owner Surrender",1
"A740335","Dog","Labrador Retriever","Black/White","5.00","Spayed Female",NULL,"2017-08-19 17:51:00","2018-02-26 11:06:00","Owner Surrender",0
"A740335","Dog","Labrador Retriever","Black/White","6.00","Spayed Female",NULL,"2018-03-17 12:41:00",NULL,NULL,0
"A740338","Dog","Pit Bull Mix","Black/White","3.00","Spayed Female",NULL,"2017-01-29 13:33:00",NULL,NULL,0
"A740347","Dog","Chihuahua Shorthair Mix","Tan/White","0.25","Neutered Male",NULL,"2016-12-18 17:34:00",NULL,NULL,0
"A740348","Dog","Chihuahua Shorthair Mix","Tan/White","0.25","Neutered Male",NULL,"2016-12-18 18:16:00",NULL,NULL,0
"A740349","Dog","Chihuahua Shorthair Mix","Tan/White","0.25","Neutered Male",NULL,"2016-12-18 17:14:00",NULL,NULL,0
"A740350","Cat","Domestic Shorthair Mix","Brown Tabby","1.00","Neutered Male",NULL,"2017-02-27 17:11:00",NULL,NULL,0
"A740371","Dog","Australian Kelpie Mix","Tricolor","2.00","Spayed Female",NULL,"2016-12-22 12:48:00",NULL,NULL,0
"A740374","Dog","Shiba Inu Mix","Yellow","0.67","Spayed Female",NULL,"2016-12-22 17:13:00",NULL,NULL,0
"A740377","Dog","American Staffordshire Terrier Mix","Blue/White","1.00","Neutered Male",NULL,"2017-01-28 13:52:00",NULL,NULL,0
"A740378","Dog","Labrador Retriever Mix","Black","0.42","Spayed Female",NULL,"2016-12-20 18:28:00",NULL,NULL,0
"A740379","Cat","Domestic Shorthair Mix","Black Tabby","0.50","Spayed Female",NULL,"2016-12-21 17:30:00",NULL,NULL,0
"A740381","Dog","Australian Cattle Dog Mix","Black/White","2.00","Spayed Female",NULL,"2017-01-02 14:26:00",NULL,NULL,0
"A740382","Dog","Australian Cattle Dog Mix","Black/White","0.08","Neutered Male","Foster","2017-01-06 17:25:00",NULL,NULL,0
"A740384","Dog","Australian Cattle Dog Mix","Black/White","0.08","Spayed Female","Foster","2017-01-06 17:09:00",NULL,NULL,0
"A740385","Dog","Australian Cattle Dog Mix","Black/White","0.08","Spayed Female",NULL,"2017-01-07 19:17:00",NULL,NULL,0
"A740386","Dog","Australian Cattle Dog","White/Black","0.08","Spayed Female",NULL,"2017-01-07 17:03:00",NULL,NULL,0
"A740387","Dog","Australian Cattle Dog","White/Brown","0.08","Intact Female",NULL,"2016-12-23 21:42:00",NULL,NULL,0
"A740396","Dog","Black Mouth Cur Mix","Tan","1.00","Neutered Male",NULL,"2016-12-26 12:24:00",NULL,NULL,0
"A740397","Dog","Chihuahua Shorthair Mix","Tan/White","2.00","Neutered Male",NULL,"2016-12-18 17:02:00",NULL,NULL,0
"A740398","Dog","Chihuahua Shorthair Mix","Tan","2.00","Neutered Male",NULL,"2016-12-19 18:00:00",NULL,NULL,0
"A740399","Dog","German Shepherd Mix","Sable","1.00","Neutered Male",NULL,"2016-12-22 18:34:00",NULL,NULL,0
"A740401","Cat","Domestic Shorthair Mix","Cream Tabby","0.17","Neutered Male",NULL,"2016-12-18 17:50:00",NULL,NULL,0
"A740402","Cat","Domestic Shorthair Mix","Cream Tabby","0.17","Neutered Male",NULL,"2016-12-17 19:01:00",NULL,NULL,0
"A740408","Cat","Domestic Medium Hair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-12-20 17:10:00",NULL,NULL,0
"A740409","Cat","Domestic Medium Hair Mix","Black","0.17","Spayed Female",NULL,"2016-12-20 17:35:00",NULL,NULL,0
"A740410","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male",NULL,"2016-12-20 18:41:00",NULL,NULL,0
"A740411","Cat","Domestic Longhair Mix","Brown Tabby","0.33","Intact Female",NULL,"2016-12-27 13:37:00",NULL,NULL,0
"A740412","Dog","Grand Basset Griffon Vendeen Mix","Black/Tan","0.17","Neutered Male",NULL,"2016-12-21 18:56:00",NULL,NULL,0
"A740416","Dog","Labrador Retriever Mix","Brown/White","2.00","Spayed Female",NULL,"2016-12-23 13:36:00",NULL,NULL,0
"A740427","Cat","Domestic Medium Hair Mix","Tortie/Black","0.58","Spayed Female",NULL,"2016-12-27 16:22:00",NULL,NULL,0
"A740428","Cat","Domestic Shorthair Mix","Black/Black","0.58","Neutered Male",NULL,"2016-12-24 15:33:00","2017-01-11 13:16:00","Owner Surrender",1
"A740428","Cat","Domestic Shorthair Mix","Black/Black","0.58","Neutered Male",NULL,"2017-01-15 16:07:00",NULL,NULL,0
"A740429","Cat","Domestic Shorthair Mix","Black/Black","0.58","Neutered Male",NULL,"2016-12-24 15:33:00","2017-01-11 13:16:00","Owner Surrender",1
"A740429","Cat","Domestic Shorthair Mix","Black/Black","0.58","Neutered Male",NULL,"2017-01-13 19:07:00",NULL,NULL,0
"A740430","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Spayed Female",NULL,"2016-12-18 17:39:00",NULL,NULL,0
"A740431","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female",NULL,"2016-12-19 17:05:00",NULL,NULL,0
"A740433","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female",NULL,"2016-12-18 17:39:00",NULL,NULL,0
"A740434","Cat","Domestic Medium Hair Mix","Tortie","0.17","Spayed Female",NULL,"2016-12-19 17:45:00",NULL,NULL,0
"A740435","Dog","Yorkshire Terrier Mix","Black/Brown","1.00","Neutered Male",NULL,"2016-12-21 18:33:00",NULL,NULL,0
"A740440","Dog","Pit Bull Mix","Fawn","2.00","Neutered Male",NULL,"2017-02-26 18:29:00","2017-05-27 09:43:00","Owner Surrender",1
"A740440","Dog","Pit Bull Mix","Fawn","2.00","Neutered Male",NULL,"2017-05-27 18:01:00",NULL,NULL,0
"A740445","Dog","Labrador Retriever Mix","Tricolor","1.00","Neutered Male",NULL,"2016-12-26 12:47:00",NULL,NULL,0
"A740447","Dog","Labrador Retriever Mix","Tan/Tan","1.00","Neutered Male",NULL,"2016-12-27 17:00:00",NULL,NULL,0
"A740448","Cat","Domestic Shorthair Mix","Cream Tabby","3.00","Neutered Male",NULL,"2017-01-27 17:08:00",NULL,NULL,0
"A740451","Dog","Pit Bull Mix","White","1.00","Neutered Male",NULL,"2017-01-21 18:54:00",NULL,NULL,0
"A740453","Dog","Golden Retriever Mix","Yellow","0.17","Neutered Male",NULL,"2016-12-21 18:08:00","2017-06-03 16:10:00","Owner Surrender",1
"A740453","Dog","Golden Retriever Mix","Yellow","0.58","Neutered Male",NULL,"2017-06-12 16:22:00",NULL,NULL,0
"A740454","Dog","Chihuahua Shorthair Mix","White/Brown","1.00","Neutered Male",NULL,"2016-12-22 16:00:00",NULL,NULL,0
"A740455","Dog","Havanese Mix","White/Brown","1.00","Neutered Male",NULL,"2016-12-21 17:53:00",NULL,NULL,0
"A740461","Cat","Domestic Shorthair Mix","Torbie/White","0.33","Spayed Female","Foster","2017-03-28 08:03:00",NULL,NULL,0
"A740462","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male","Foster","2017-02-21 09:16:00",NULL,NULL,0
"A740463","Cat","Domestic Shorthair Mix","Blue Tabby/White","0.33","Neutered Male","Foster","2017-03-07 12:08:00",NULL,NULL,0
"A740464","Cat","Domestic Shorthair Mix","White/Brown Tabby","0.33","Neutered Male","Foster","2017-03-28 08:03:00",NULL,NULL,0
"A740470","Dog","Norfolk Terrier Mix","Tan","1.00","Spayed Female",NULL,"2016-12-21 17:56:00",NULL,NULL,0
"A740471","Dog","Labrador Retriever Mix","Tan/White","0.75","Intact Female",NULL,"2016-12-23 17:13:00","2017-03-13 11:29:00","Owner Surrender",1
"A740471","Dog","Labrador Retriever Mix","Tan/White","1.00","Spayed Female","Offsite","2017-03-18 12:52:00",NULL,NULL,0
"A740473","Dog","American Pit Bull Terrier Mix","Brown Brindle","3.00","Neutered Male",NULL,"2017-02-20 17:16:00",NULL,NULL,0
"A740478","Dog","Norwich Terrier Mix","Tan/White","1.00","Neutered Male",NULL,"2016-12-21 18:13:00",NULL,NULL,0
"A740484","Dog","Chihuahua Shorthair Mix","Tricolor","1.00","Spayed Female",NULL,"2016-12-21 18:34:00",NULL,NULL,0
"A740486","Dog","Harrier Mix","Tan/Brown","3.00","Neutered Male",NULL,"2017-01-02 14:17:00",NULL,NULL,0
"A740487","Dog","Yorkshire Terrier Mix","White/Black","1.00","Spayed Female",NULL,"2016-12-22 11:37:00",NULL,NULL,0
"A740499","Dog","Rat Terrier Mix","White","1.00","Neutered Male",NULL,"2016-12-19 14:28:00",NULL,NULL,0
"A740513","Dog","Pit Bull Mix","Brown Brindle/White","10.00","Spayed Female","Foster","2017-02-18 09:27:00",NULL,NULL,0
"A740515","Dog","Dachshund/Chihuahua Shorthair","White/Black","1.00","Neutered Male",NULL,"2016-12-22 18:21:00",NULL,NULL,0
"A740516","Dog","Chihuahua Shorthair Mix","Tan","1.00","Spayed Female",NULL,"2016-12-24 12:16:00","2017-01-09 12:49:00","Owner Surrender",1
"A740517","Dog","Pit Bull Mix","Tan","3.00","Neutered Male",NULL,"2017-02-02 16:02:00",NULL,NULL,0
"A740523","Dog","Pit Bull Mix","Tan","2.00","Spayed Female",NULL,"2016-12-22 18:29:00",NULL,NULL,0
"A740545","Cat","Domestic Shorthair Mix","Blue","0.25","Spayed Female","Foster","2017-02-20 17:17:00",NULL,NULL,0
"A740546","Dog","Labrador Retriever Mix","White","0.67","Spayed Female",NULL,"2016-12-26 17:21:00",NULL,NULL,0
"A740547","Dog","Dachshund/Rat Terrier","Tricolor","1.00","Spayed Female",NULL,"2016-12-24 13:20:00",NULL,NULL,0
"A740548","Dog","German Shepherd Mix","Brown","0.17","Spayed Female",NULL,"2016-12-21 17:30:00",NULL,NULL,0
"A740549","Dog","German Shepherd Mix","Red","0.17","Neutered Male",NULL,"2016-12-20 18:20:00",NULL,NULL,0
"A740550","Dog","German Shepherd Mix","Tan","0.17","Neutered Male",NULL,"2016-12-21 17:26:00",NULL,NULL,0
"A740551","Dog","German Shepherd Mix","Tan","0.17","Spayed Female",NULL,"2016-12-21 21:48:00",NULL,NULL,0
"A740552","Dog","German Shepherd Mix","Brown","0.17","Spayed Female",NULL,"2016-12-21 17:30:00",NULL,NULL,0
"A740553","Dog","German Shepherd Mix","Sable","0.17","Neutered Male",NULL,"2016-12-20 17:30:00",NULL,NULL,0
"A740554","Dog","German Shepherd Mix","Sable","0.17","Neutered Male",NULL,"2016-12-20 18:33:00",NULL,NULL,0
"A740556","Dog","Miniature Poodle/Cocker Spaniel","Black/White","1.00","Neutered Male",NULL,"2016-12-23 17:43:00",NULL,NULL,0
"A740560","Cat","Domestic Shorthair Mix","Black/White","1.00","Neutered Male",NULL,"2017-01-29 18:43:00",NULL,NULL,0
"A740565","Dog","Chihuahua Longhair Mix","Black/Tan","0.25","Spayed Female",NULL,"2017-01-09 17:24:00",NULL,NULL,0
"A740567","Dog","German Shepherd Mix","Tan","1.00","Spayed Female",NULL,"2017-01-31 12:45:00",NULL,NULL,0
"A740568","Dog","Labrador Retriever Mix","White","1.00","Neutered Male",NULL,"2017-01-24 18:51:00",NULL,NULL,0
"A740572","Dog","Chihuahua Shorthair/Miniature Pinscher","Tan","1.00","Spayed Female",NULL,"2016-12-24 12:51:00",NULL,NULL,0
"A740573","Dog","Pit Bull","White/Tan","2.00","Neutered Male","Foster","2017-01-19 18:42:00",NULL,NULL,0
"A740585","Dog","Pit Bull Mix","Blue/White","2.00","Neutered Male",NULL,"2016-12-24 19:43:00",NULL,NULL,0
"A740587","Dog","Pit Bull Mix","Brown Brindle/White","1.00","Intact Male",NULL,"2016-12-26 17:58:00",NULL,NULL,0
"A740588","Dog","Labrador Retriever Mix","Chocolate","0.83","Neutered Male",NULL,"2016-12-26 18:24:00",NULL,NULL,0
"A740590","Dog","Chihuahua Shorthair Mix","Tan","0.17","Neutered Male",NULL,"2016-12-23 16:20:00",NULL,NULL,0
"A740591","Dog","Chihuahua Shorthair Mix","Tan","0.17","Spayed Female",NULL,"2016-12-23 18:02:00",NULL,NULL,0
"A740592","Dog","Chihuahua Shorthair Mix","Tan","0.17","Spayed Female",NULL,"2016-12-24 11:43:00",NULL,NULL,0
"A740593","Dog","Chihuahua Shorthair Mix","Black","0.17","Neutered Male",NULL,"2016-12-23 17:09:00",NULL,NULL,0
"A740616","Dog","Collie Smooth Mix","Tricolor","10.00","Neutered Male","Foster","2017-02-16 08:22:00",NULL,NULL,0
"A740617","Cat","Domestic Longhair Mix","Orange Tabby","0.42","Spayed Female",NULL,"2016-12-30 16:55:00",NULL,NULL,0
"A740620","Dog","Pit Bull Mix","Blue/White","2.00","Neutered Male",NULL,"2017-01-29 18:11:00",NULL,NULL,0
"A740621","Cat","Domestic Shorthair Mix","Orange Tabby","1.00","Neutered Male",NULL,"2016-12-28 17:24:00",NULL,NULL,0
"A740627","Dog","Rat Terrier Mix","Tricolor","10.00","Neutered Male","Foster","2017-02-01 08:36:00",NULL,NULL,0
"A740628","Cat","Domestic Shorthair Mix","White","0.17","Spayed Female","Foster","2017-01-23 16:46:00","2017-01-27 12:49:00","Owner Surrender",1
"A740628","Cat","Domestic Shorthair Mix","White","0.17","Spayed Female",NULL,"2017-01-28 13:19:00",NULL,NULL,0
"A740663","Cat","Domestic Medium Hair Mix","Black/White","10.00","Neutered Male",NULL,"2017-01-07 17:49:00",NULL,NULL,0
"A740665","Dog","American Bulldog Mix","White","1.00","Spayed Female",NULL,"2016-12-29 18:56:00",NULL,NULL,0
"A740667","Dog","Chihuahua Shorthair Mix","Red/White","1.00","Intact Male",NULL,"2016-12-27 15:40:00",NULL,NULL,0
"A740669","Dog","Labrador Retriever Mix","Yellow","7.00","Spayed Female",NULL,"2016-12-28 18:12:00",NULL,NULL,0
"A740670","Cat","Domestic Medium Hair Mix","White/Black","0.17","Neutered Male",NULL,"2016-12-26 16:54:00",NULL,NULL,0
"A740680","Dog","Cairn Terrier Mix","Tan","1.00","Spayed Female",NULL,"2016-12-27 17:44:00","2017-11-07 14:55:00","Owner Surrender",0
"A740681","Cat","Domestic Longhair","Brown Tabby/White","3.00","Neutered Male",NULL,"2017-01-20 19:03:00",NULL,NULL,0
"A740686","Cat","Domestic Shorthair Mix","Tortie","0.67","Spayed Female","Foster","2017-02-25 15:51:00",NULL,NULL,0
"A740703","Dog","Pug Mix","Tan/Black","1.00","Neutered Male",NULL,"2016-12-27 11:27:00","2017-02-06 11:57:00","Stray",1
"A740703","Dog","Pug Mix","Tan/Black","1.00","Neutered Male",NULL,"2017-02-10 18:41:00",NULL,NULL,0
"A740708","Dog","German Shepherd/Great Pyrenees","Tan/White","0.67","Intact Male",NULL,"2016-12-26 14:43:00",NULL,NULL,0
"A740721","Dog","Labrador Retriever Mix","Brown","0.83","Neutered Male",NULL,"2017-05-06 19:00:00","2017-05-07 13:34:00","Owner Surrender",1
"A740721","Dog","Labrador Retriever Mix","Brown","0.83","Neutered Male",NULL,"2017-05-11 16:46:00",NULL,NULL,0
"A740731","Dog","Australian Cattle Dog/Staffordshire","Black/White","1.00","Intact Female",NULL,"2016-12-30 17:53:00",NULL,NULL,0
"A740735","Dog","Boston Terrier Mix","Brown Brindle/White","0.67","Spayed Female",NULL,"2016-12-26 17:27:00",NULL,NULL,0
"A740751","Cat","Domestic Longhair Mix","Blue Tabby","0.25","Neutered Male",NULL,"2017-01-14 18:01:00",NULL,NULL,0
"A740752","Dog","Australian Cattle Dog Mix","Blue Tick/Tan","0.50","Neutered Male",NULL,"2017-01-07 17:48:00",NULL,NULL,0
"A740758","Dog","Pit Bull Mix","Tan/White","2.00","Spayed Female","Foster","2017-01-03 16:07:00",NULL,NULL,0
"A740759","Dog","Catahoula Mix","Blue Merle/White","5.00","Spayed Female",NULL,"2017-01-02 18:16:00","2017-03-19 17:30:00","Stray",1
"A740759","Dog","Catahoula Mix","Blue Merle/White","5.00","Spayed Female","Foster","2017-07-08 11:10:00",NULL,NULL,0
"A740764","Dog","Labrador Retriever Mix","Black","1.00","Neutered Male",NULL,"2017-02-10 17:45:00",NULL,NULL,0
"A740766","Dog","Pit Bull Mix","Tan/White","5.00","Neutered Male","Foster","2018-01-06 14:54:00",NULL,NULL,0
"A740767","Dog","Chihuahua Shorthair Mix","Black/Tan","2.00","Neutered Male",NULL,"2016-12-26 22:48:00",NULL,NULL,0
"A740769","Dog","Dachshund Wirehair/Border Terrier","Tricolor","2.00","Neutered Male",NULL,"2016-12-28 14:13:00",NULL,NULL,0
"A740770","Dog","Mastiff/Labrador Retriever","Tan/White","0.83","Neutered Male",NULL,"2016-12-31 15:36:00",NULL,NULL,0
"A740771","Dog","Labrador Retriever Mix","Yellow","1.00","Neutered Male",NULL,"2017-07-21 13:02:00",NULL,NULL,0
"A740772","Cat","Domestic Shorthair Mix","Cream Tabby/White","5.00","Neutered Male",NULL,"2017-01-28 18:50:00",NULL,NULL,0
"A740775","Cat","Domestic Shorthair Mix","Black/White","1.00","Spayed Female",NULL,"2017-01-16 14:55:00",NULL,NULL,0
"A740777","Dog","Pit Bull Mix","Tan/White","2.00","Spayed Female",NULL,"2017-01-27 17:55:00","2017-01-29 11:29:00","Owner Surrender",1
"A740777","Dog","Pit Bull Mix","Tan/White","2.00","Spayed Female",NULL,"2017-01-29 14:13:00","2017-02-02 11:30:00","Owner Surrender",1
"A740777","Dog","Pit Bull Mix","Tan/White","2.00","Spayed Female",NULL,"2017-02-04 13:32:00",NULL,NULL,0
